price,mileage,power,make_model,date,fuel,gear,offer_type,version,link;
9000,410,86.0,Ducati Scrambler,10/2019,Gasoline,Manual,Used,1100 Yellow 2019,/offers/ducati-scrambler-1100-yellow-2019-gasoline-yellow-c8a8f16f-75b9-4f96-89ca-7a30d270e92d;
20500,13336,,BMW R 1250 GS Adventure,06/2020,Gasoline,,Used,,/offers/bmw-r-1250-gs-adventure-gasoline-blue-84a21b3d-5fb9-4833-8dff-0e2a90c208bb;
21490,5000,131.0,BMW R 1250 RT,03/2021,Gasoline,,Demonstration,0,/offers/bmw-r-1250-rt-0-gasoline-blue-b1063960-9823-4b97-8a54-5ea3ec1ccd09;
17990,19000,84.0,Harley-Davidson Road King,09/2015,Gasoline,Manual,Used,,/offers/harley-davidson-road-king-gasoline-black-5a715cbe-3ffe-4f1c-e053-0100007f2ca9;
11950,4244,95.0,BMW F 800 GS,05/2018,Gasoline,,Used,,/offers/bmw-f-800-gs-gasoline-green-0a9c31ba-5cb6-910d-e053-0100007f5c3e;
"11489,45,107.0,Suzuki,12/2020,Gasoline,Manual,Used,""DL 1050 V STROM - Versand bundesweit ab 99,-"",/offers/suzuki-others-dl-1050-v-strom-versand-bundesweit-ab-99-gasoline-black-affcbc15-5adb-40a1-899a-27484f6fa169";
2000,10500,11.0,Piaggio Liberty 125,01/2018,Gasoline,,Used,Liberty 125 S,/offers/piaggio-liberty-125-liberty-125-s-gasoline-grey-fe554bba-7e15-a226-e053-0100007f6236;
57990,692,215.0,BMW HP4,03/2019,Gasoline,Manual,Used,Race Nr.336,/offers/bmw-hp4-race-nr-336-gasoline-white-311ea4c5-ffda-4505-8aef-774c7c8a8938;
10990,4530,,Husqvarna,01/2020,,,Used,701 ENDURO,/offers/husqvarna-others-701-enduro-674486f1-d51f-4eda-b7a8-a25c3e0ece56;
10000,24000,110.0,BMW R 1200 RT,03/2012,Gasoline,,Used,,/offers/bmw-r-1200-rt-gasoline-grey-eacfbbbc-6046-fa2d-e053-0100007f5f22;
16700,1950,102.0,Honda CRF 1100,11/2020,Gasoline,Automatic,Used,,/offers/honda-crf-1100-gasoline-gold-556580c4-3989-856f-e053-0100007fd476;
6200,5000,29.0,Yamaha X-Max 300,06/2019,Gasoline,,Used,Unico nel suo genere,/offers/yamaha-x-max-300-unico-nel-suo-genere-gasoline-grey-2f8c3a61-c14e-4c4a-81b4-3db204351b85;
8000,55500,155.0,Ducati Multistrada 1200,08/2010,Gasoline,,Used,,/offers/ducati-multistrada-1200-gasoline-red-dbb291aa-f4d6-4251-8503-57da8039bcbf;
14500,14000,125.0,BMW R 1200 RT,03/2016,Gasoline,,Used,,/offers/bmw-r-1200-rt-gasoline-bronze-e5b20c67-fb06-49ec-b873-033ec7ee2c1e;
10500,14000,140.0,MV Agusta Dragster,07/2015,Gasoline,,Used,rr,/offers/mv-agusta-dragster-rr-gasoline-white-72611630-a10b-44ac-b51f-2e84608e2272;
1200,1,15.0,Piaggio Zip SP,09/2012,Two Stroke Gasoline,,Used,polini,/offers/piaggio-zip-sp-polini-two-stroke-gasoline-black-343ad043-1f42-44ef-993b-30293dcd109d;
7000,9116,126.0,Triumph Tiger 800,06/2014,Gasoline,,Used,,/offers/triumph-tiger-800-gasoline-black-0a99b7c3-2f63-fe78-e053-0100007f1d58;
11500,17500,173.0,KTM 1290 Super Duke R,07/2014,Gasoline,Manual,Used,,/offers/ktm-1290-super-duke-r-gasoline-orange-f96e6cbc-e376-5431-e053-0100007faa1d;
31600,850,106.0,Harley-Davidson,04/2020,Electric,Automatic,Demonstration,,/offers/harley-davidson-electric-black-a4fa7be4-5d1e-4998-a473-fa9e37545b2a;
11990,610,,Suzuki Katana 1000,08/2019,Gasoline,,Used,,/offers/suzuki-katana-1000-gasoline-silver-26fc411e-e798-446c-b3f0-ebb5e6fad082;
2990,15880,,Honda,06/2014,Gasoline,,Used,,/offers/honda-gasoline-white-49a87970-e9f7-4373-b5fb-cce27026cd1c;
12999,39000,79.0,Harley-Davidson Fat Bob,07/2014,Gasoline,,Used,dyna,/offers/harley-davidson-fat-bob-dyna-gasoline-black-15d230b8-6aa8-4d8a-a1b3-f993c2da3cd9;
6250,17000,106.0,Yamaha XT 1200,05/2010,Gasoline,Manual,Used,Z,/offers/yamaha-xt-1200-z-gasoline-silver-e6bef3bb-f6ef-c227-e053-0100007f9e09;
9999,0,,Kawasaki W 800,01/2021,,,New,ABS,/offers/kawasaki-w-800-abs-black-ab5af424-e0c7-4912-9070-297aeabc0ec1;
12890,690,95.0,Honda CRF 1000,02/2020,Gasoline,Automatic,Used,Africa Twin CRF 1000 L DCT * wie neu * Zubehör,/offers/honda-crf-1000-africa-twin-crf-1000-l-dct-wie-neu-zubehoer-gasoline-d5ad4ca4-9996-4afc-ac77-cad78526d71c;
"18000,25000,125.0,BMW R 1200 GS Adventure,05/2018,Gasoline,,Used,""triple black, pachetto Dynamic"",/offers/bmw-r-1200-gs-adventure-triple-black-pachetto-dynamic-gasoline-black-543d1ec5-1ae1-4440-91ff-fe8742de8e85";
8500,75000,73.0,Kawasaki VN 1700,08/2011,Gasoline,,Used,,/offers/kawasaki-vn-1700-gasoline-black-8c0fcac0-b66e-fd47-e053-0100007fac0b;
1590,2352,10.0,Kymco Super 8,04/2013,Gasoline,Automatic,Used,125 ccm,/offers/kymco-super-8-125-ccm-gasoline-black-6d33f42a-541f-4ff6-bdae-db3a99b157bb;
14790,14300,125.0,BMW R 1250 GS,04/2017,Gasoline,Manual,Used,,/offers/bmw-r-1250-gs-gasoline-black-2c2ccac6-f63a-3305-e053-0100007f37b5;
6500,7100,61.0,Kawasaki Vulcan S,04/2016,Gasoline,,Used,Typ EN650A Variante B1 Version X,/offers/kawasaki-vulcan-s-typ-en650a-variante-b1-version-x-gasoline-black-390c8f39-aabc-4f0f-b1b9-7b58965adc40;
17000,20000,121.0,Harley-Davidson VRSC V-Rod,04/2005,Gasoline,,Used,,/offers/harley-davidson-vrsc-v-rod-gasoline-black-bf0a27c5-66d4-bb07-e053-0100007fedd1;
14500,17800,84.0,Harley-Davidson Road King,08/2011,Gasoline,,Used,,/offers/harley-davidson-road-king-gasoline-black-7f2d019c-4255-8676-e053-e250040a9a68;
9000,114000,71.0,Harley-Davidson Road King,01/2006,Gasoline,,Used,FLHRi,/offers/harley-davidson-road-king-flhri-gasoline-grey-a91b5fba-5e45-bd68-e053-0100007f6986;
24990,2200,84.0,Indian Chieftain,04/2020,Gasoline,Manual,Used,,/offers/indian-chieftain-gasoline-brown-1879f0c3-75ce-507b-e053-0100007f80b1;
1500,90000,77.0,Honda CBF 600,06/2009,Gasoline,,Used,,/offers/honda-cbf-600-gasoline-red-aad0ecc2-515c-cf0c-e053-0100007f24a6;
6000,17300,128.0,Kawasaki Ninja ZX-6R,03/2009,Gasoline,Manual,Used,Zx6r,/offers/kawasaki-ninja-zx-6r-zx6r-gasoline-black-8ce7bf1a-3521-468b-8cbb-213023a9c99b;
11999,27000,193.0,BMW S 1000 RR,12/2013,Gasoline,,Used,,/offers/bmw-s-1000-rr-gasoline-white-afd83b5e-1342-4998-9833-c7aaf58cfa39;
1000,650,11.0,Lifan King 125,03/2011,Gasoline,,Used,,/offers/lifan-king-125-gasoline-black-c225e857-b7ce-fe2f-e053-e350040a1486;
2200,4400,12.0,Yamaha NMAX,07/2018,Gasoline,,Used,125,/offers/yamaha-nmax-125-gasoline-grey-711dfbfe-5cd0-4160-8468-6a83791aad1b;
7199,1219,114.0,Suzuki GSX-S 750,05/2018,Gasoline,Manual,Used,,/offers/suzuki-gsx-s-750-gasoline-blue-97169abb-db6a-0758-e053-0100007fb0ef;
13500,19000,201.0,Suzuki GSX-R 1000,06/2019,Gasoline,,Used,Abs,/offers/suzuki-gsx-r-1000-abs-gasoline-black-490cbe58-9322-40ac-9841-c0064976bab4;
1000,31000,15.0,Honda SH 125,02/2012,Gasoline,Automatic,Used,,/offers/honda-sh-125-gasoline-white-4079c0b9-7c4f-bc5d-e053-0100007face9;
10658,7830,125.0,Suzuki VZR 1800,11/2009,Gasoline,Manual,Used,,/offers/suzuki-vzr-1800-gasoline-white-6c25f5bd-2787-aa10-e053-0100007fa0e9;
19900,4320,136.0,Can Am Maverick,06/2016,Gasoline,Automatic,Used,Commander Max XT,/offers/can-am-maverick-commander-max-xt-gasoline-2852e3a2-8c2e-4d6b-aa63-8f7342521091;
10500,2000,120.0,Kawasaki Versys 1000,09/2018,Gasoline,,Used,,/offers/kawasaki-versys-1000-gasoline-green-154b17b7-c6fd-4f1e-8165-184c993d897d;
"7400,9000,69.0,Kawasaki Versys 650,05/2018,Gasoline,Manual,Used,""ABS - """"Tourer"""" - 2018 Km 9000"",/offers/kawasaki-versys-650-abs-tourer-2018-km-9000-gasoline-white-00574644-f7dd-4a1a-b5fa-3c8f3a0b82e2";
11250,5206,110.0,BMW R nineT,06/2017,,Manual,Used,Urban GS,/offers/bmw-r-ninet-urban-gs-651c9751-bf84-4f04-ab07-1435a3e987b0;
1890,13000,,Suzuki Burgman 200,07/2009,Gasoline,,Used,,/offers/suzuki-burgman-200-gasoline-black-ec62f482-e12a-4a9a-a9f5-94911eba6b58;
"11989,11848,137.0,Ducati Monster 1200,04/2014,Gasoline,Manual,Used,""S - Heckumbau, CLS EVO"",/offers/ducati-monster-1200-s-heckumbau-cls-evo-gasoline-33c38e71-cdf9-453d-9195-11198286be4c";
12900,8323,110.0,BMW R nineT,12/2017,Gasoline,Manual,Used,Vintage 21 / Option 21 R,/offers/bmw-r-ninet-vintage-21-option-21-r-gasoline-d5eacb38-d870-4478-9e0e-ef9a02289ce1;
9000,49100,56.0,Harley-Davidson FXD,03/1995,Gasoline,Manual,Used,S DYNA SUPER GLIDE MIT RICK`S RÄDER,/offers/harley-davidson-fxd-s-dyna-super-glide-mit-rick-s-raeder-gasoline-blue-862b6544-b037-40c2-bc68-2e0ba41d4d08;
7499,15310,116.0,Triumph Tiger 1050,06/2012,Gasoline,,Used,,/offers/triumph-tiger-1050-gasoline-black-ef35e1ba-1b17-a12f-e053-0100007f54af;
28240,0,,Ducati,01/2021,,,New,MULTISTRADA V4 S TRAVEL&amp;RADAR,/offers/ducati-others-multistrada-v4-s-travel-amp-radar-grey-4ba559ab-8052-40fc-ae74-ee37ff8a7b7e
3950,11187,,BMW G 310 GS,03/2018,Gasoline,Manual,Used,,/offers/bmw-g-310-gs-gasoline-white-d092fdac-0f2b-433f-b53b-5ad108852f38;
13850,27999,152.0,Ducati Multistrada 1200,06/2017,Gasoline,,Used,,/offers/ducati-multistrada-1200-gasoline-red-c3fbc4bf-5fa0-f144-e053-0100007f0582;
13300,7684,126.0,Indian FTR 1200,03/2020,Gasoline,Manual,Used,S Race Replica,/offers/indian-ftr-1200-s-race-replica-gasoline-red-cb532783-5f88-4d99-b975-7850211823c9;
9500,36383,110.0,BMW R 1200 GS,02/2012,Gasoline,Manual,Used,Scheckheftgepflegt,/offers/bmw-r-1200-gs-scheckheftgepflegt-gasoline-silver-22d36e6e-abc0-4b48-950d-57454afb27c2;
16108,60000,65.0,Peugeot,06/1970,Gasoline,,Used,Peugot 304 Cabriolet Oldtimer,/offers/peugeot-others-peugot-304-cabriolet-oldtimer-gasoline-white-22042263-59e7-4415-95d5-bc98140167ab;
800,4169,1.0,Yamaha Slider 50,12/2016,Two Stroke Gasoline,,Used,,/offers/yamaha-slider-50-two-stroke-gasoline-black-e947f5c3-2a60-cc3f-e053-0100007f26b4;
11000,4500,165.0,BMW S 1000 R,07/2020,Gasoline,Semi-automatic,Used,,/offers/bmw-s-1000-r-gasoline-black-22d46bc4-b2d4-0402-e053-0100007f8331;
11490,21360,175.0,Aprilia,01/2015,,,Used,TUONO V4 1100,/offers/aprilia-others-tuono-v4-1100-silver-01634110-8301-47e7-b091-6b362687911c;
9700,4000,46.0,Yamaha,07/2018,Gasoline,Manual,Used,T Max 530 T Max 530 SX,/offers/yamaha-others-t-max-530-t-max-530-sx-gasoline-black-356b6735-4b4b-4fbf-a552-67d2d5a38ff4;
6400,13048,52.0,Kymco AK 550,10/2017,Gasoline,Automatic,Used,i ABS Dekor,/offers/kymco-ak-550-i-abs-dekor-gasoline-black-ab227a63-9462-4c6a-ab83-77eb117e2c0f;
9500,871,54.0,Triumph Bonneville T100,05/2019,Gasoline,,Used,black edition,/offers/triumph-bonneville-t100-black-edition-gasoline-black-018702c2-17c8-4d34-ae03-eb73601782c4;
7600,11563,200.0,Kawasaki Ninja ZX-10R,06/2012,Gasoline,,Used,,/offers/kawasaki-ninja-zx-10r-gasoline-black-afe97ac4-b5b5-d55a-e053-0100007fd6be;
10650,5200,53.0,Harley-Davidson Sportster 883,06/2016,Gasoline,,Used,IRON 883 ABS FULL OPTIONS AVEC 5200 KMS GARANTIE,/offers/harley-davidson-sportster-883-iron-883-abs-full-options-avec-5200-kms-garantie-gasoline-grey-85705ce5-e010-420d-a490-9a81f920e173;
1900,18600,4.0,Vespa 50,04/1988,Two Stroke Gasoline,Manual,Used,Vespa PK 50 XL,/offers/vespa-50-vespa-pk-50-xl-two-stroke-gasoline-silver-f24ebb88-b321-4b6c-8d64-8d1f5cd4306f;
9000,44083,160.0,KTM 1190 Adventure,06/2013,Gasoline,,Used,KTM 1190 Adventuer 2013,/offers/ktm-1190-adventure-ktm-1190-adventuer-2013-gasoline-orange-789a031a-0982-4e49-9373-ba2b1d550135;
13399,0,73.0,Yamaha Ténéré 700,01/2021,,,New,RALLY EDITION,/offers/yamaha-tenere-700-rally-edition-black-e03a34ca-4762-46bb-989e-f49bb0724f61;
11990,55459,71.0,Harley-Davidson,07/2009,Gasoline,Manual,Used,FLSTC,/offers/harley-davidson-others-flstc-gasoline-red-7ef4ea07-bee7-470c-a3d1-e55a74bec35b;
15000,14000,199.0,BMW S 1000 RR,06/2016,Gasoline,,Used,,/offers/bmw-s-1000-rr-gasoline-white-501409c4-f5eb-f209-e053-0100007f17bc;
7499,12000,,Kawasaki Versys 650,01/2017,Gasoline,,Used,ABS,/offers/kawasaki-versys-650-abs-gasoline-grey-87e22cc6-59bb-4255-bc7e-fa10c161764c;
8000,1980,60.0,BMW R 100,01/1986,Gasoline,,Used,,/offers/bmw-r-100-gasoline-blue-ec9305c7-8669-872c-e053-0100007ff015;
16000,13000,116.0,Harley-Davidson V-Rod,07/2010,Gasoline,,Used,,/offers/harley-davidson-v-rod-gasoline-black-35a09ec2-688b-0c68-e053-0100007fee72;
15200,4400,203.0,Suzuki GSX-R 1000,07/2020,Gasoline,,Used,,/offers/suzuki-gsx-r-1000-gasoline-white-2b6b56b9-e3a2-185b-e053-0100007f42cd;
1000,11500,3.0,Aprilia Scarabeo,10/2015,Two Stroke Gasoline,,Used,,/offers/aprilia-scarabeo-two-stroke-gasoline-black-124435c4-3f44-2c34-e053-0100007fa70a;
10499,3653,116.0,Yamaha Tracer 900,03/2019,Gasoline,Manual,Used,,/offers/yamaha-tracer-900-gasoline-grey-dfea0e80-dab1-44b1-95c9-65270ea6c914;
19500,20800,118.0,Honda GL 1800,07/2012,Gasoline,,Used,Trike,/offers/honda-gl-1800-trike-gasoline-silver-e9089a4d-6237-468c-a61d-e1d987ffcb6b;
9350,1800,95.0,Kawasaki Z 900,06/2021,Gasoline,,Used,,/offers/kawasaki-z-900-gasoline-green-e967c16c-c8a3-415c-9144-731be44c9008;
"9289,14342,118.0,Kawasaki Versys 1000,08/2014,Gasoline,Manual,Used,""Tieferlegung, 1. Hand"",/offers/kawasaki-versys-1000-tieferlegung-1-hand-gasoline-silver-a87735c0-142b-4353-bd5a-fd1bc95c2abc";
11250,7322,76.0,BMW F 750 GS,06/2020,Gasoline,,Used,0,/offers/bmw-f-750-gs-0-gasoline-grey-cc16006f-874a-4948-8b97-9cdcb5c83297;
15000,1100,106.0,Triumph Rocket III Touring,06/2014,Gasoline,,Used,,/offers/triumph-rocket-iii-touring-gasoline-red-daed4b16-b4dc-4b75-aac9-4f2922a6979a;
6520,300,46.0,Honda,02/2021,Gasoline,Manual,Demonstration,CMX500 Rebel - jetzt probefahren,/offers/honda-others-cmx500-rebel-jetzt-probefahren-gasoline-grey-ef964750-c3f8-45a5-8d77-d25096f6c2da;
8000,3000,116.0,Yamaha XSR 900,04/2018,Gasoline,,Used,,/offers/yamaha-xsr-900-gasoline-grey-d3195a1a-f459-43c4-80b2-08ab3a9a1a7c;
10500,2140,120.0,Yamaha MT-09,08/2020,Gasoline,,Used,MT-09 ABS 2020,/offers/yamaha-mt-09-mt-09-abs-2020-gasoline-black-a3512081-374d-4907-9250-9f44c0a97ae4;
10800,42000,76.0,Harley-Davidson Dyna Super Glide,07/2008,Gasoline,Manual,Used,,/offers/harley-davidson-dyna-super-glide-gasoline-red-f1156ac0-dd23-052a-e053-0100007f653e;
7200,28500,24.0,BMW R 26,08/1956,Gasoline,,Used,,/offers/bmw-r-26-gasoline-black-858d62bc-393d-fa6c-e053-0100007f530f;
1000,3000,1.0,Others,03/2015,Gasoline,,Used,,/offers/others-others-gasoline-red-fc4b7dbd-74fa-3326-e053-0100007fe056;
750,16000,14.0,Kymco Agility 50,10/2014,Gasoline,,Used,,/offers/kymco-agility-50-gasoline-black-1d6c05b9-e407-ba25-e053-0100007f8bf7;
22199,1,,Yamaha YZF-R1,01/2021,,,New,ABS,/offers/yamaha-yzf-r1-abs-blue-7e4d9487-ebd2-42eb-a269-417ca39a7d6c;
7500,6074,551.0,Suzuki Burgman 650,05/2016,Gasoline,,Used,,/offers/suzuki-burgman-650-gasoline-white-b26bd4c2-7dc9-a04d-e053-0100007fb0be;
11300,15500,125.0,BMW R 1200 R,07/2015,Gasoline,Semi-automatic,Used,,/offers/bmw-r-1200-r-gasoline-white-f968b1c5-db5d-db31-e053-0100007f1f6b;
1000,602,1.0,Luxxon,08/2020,Electric,,Used,,/offers/luxxon-others-electric-black-918648c1-e423-2c53-e053-0100007f7370;
6000,62000,98.0,BMW R 1200 GS,02/2005,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-yellow-091f80b9-dbb0-fe40-e053-0100007fc6d0;
100,40000,42.0,Kawasaki KLR 600,06/1989,Gasoline,,Used,,/offers/kawasaki-klr-600-gasoline-black-f31d66bf-b108-c937-e053-0100007fc151;
8000,5000,131.0,Kawasaki 900 Z,04/2021,Gasoline,,Used,,/offers/kawasaki-900-z-gasoline-black-96d371c6-6944-5b46-e053-0100007f4157;
13750,300,110.0,BMW R nineT,02/2021,Gasoline,Manual,Demonstration,URBAN G/S,/offers/bmw-r-ninet-urban-g-s-gasoline-22221637-6241-4014-8c33-990ab12d7310;
11360,59200,125.0,BMW R 1200 RT,03/2014,Gasoline,Manual,Used,,/offers/bmw-r-1200-rt-gasoline-grey-7f5ab956-1518-4378-8bd2-55493b23567d;
12500,15600,160.0,Ducati Multistrada 1200,04/2017,Gasoline,,Used,Base,/offers/ducati-multistrada-1200-base-gasoline-red-92639b26-0e5e-4f04-97a9-ad24fe3c4d26;
8990,13717,54.0,Triumph Street Twin,01/2018,Gasoline,Manual,Used,,/offers/triumph-street-twin-gasoline-grey-5a1fb945-934b-4d5d-b82a-276f16230fe8;
17999,28500,118.0,Honda GL 1800,03/2011,Gasoline,Manual,Used,,/offers/honda-gl-1800-gasoline-blue-ebc54e4a-d13b-370c-e053-e250040a875e;
8500,1900,476.0,KTM 350 EXC,10/2020,Gasoline,,Used,F,/offers/ktm-350-exc-f-gasoline-orange-fe4f9e47-4819-4728-8952-23dcaa143610;
6300,27300,125.0,MV Agusta Brutale 800,03/2013,Gasoline,Manual,Used,,/offers/mv-agusta-brutale-800-gasoline-silver-cb8a3dc2-9ce0-6035-e053-0100007ff4fd;
2800,7600,77.0,Hyosung GT 650i,05/2014,Gasoline,,Used,,/offers/hyosung-gt-650i-gasoline-white-b508c0d4-fcab-4074-9454-41640c544158;
800,1000,68.0,Polini,06/2018,Gasoline,,Used,phantom f 12 r,/offers/polini-others-phantom-f-12-r-gasoline-black-7e44a4ac-d761-4671-bc9f-ed09624af170;
9000,12800,86.0,Yamaha XV 1700,05/2003,Gasoline,,Used,,/offers/yamaha-xv-1700-gasoline-black-ee1152c3-eb48-fa32-e053-0100007faf48;
1650,676,44.0,Keeway Superlight,07/2020,Gasoline,Manual,Used,,/offers/keeway-superlight-gasoline-brown-e8e0ed96-1ca2-43fd-b357-124726cdadc4;
7950,70353,109.0,BMW R 1200 RT,01/2010,Gasoline,,Used,,/offers/bmw-r-1200-rt-gasoline-black-3b71410c-eb34-4aa9-995c-17c8d0544a40;
6000,32800,54.0,Harley-Davidson Sportster 883,04/2004,Gasoline,,Used,,/offers/harley-davidson-sportster-883-gasoline-black-a31866c4-66b2-575d-e053-0100007fb87f;
6500,14000,87.0,BMW F 800 R,03/2014,Gasoline,Manual,Used,,/offers/bmw-f-800-r-gasoline-white-0dd87ec4-4e37-3c58-e053-0100007fb3f4;
8990,5100,34.0,BMW C 400 GT,09/2019,Gasoline,Automatic,Used,,/offers/bmw-c-400-gt-gasoline-white-b68711b6-5bda-4395-b69f-a0b03ccdd1a0;
24500,4998,101.0,Ducati Panigale V4,05/2019,Gasoline,Manual,Used,,/offers/ducati-panigale-v4-gasoline-white-5a109bc6-aa5d-a858-e053-0100007f427b;
8990,18150,,BMW F 800 GS,08/2015,Gasoline,,Used,ABS,/offers/bmw-f-800-gs-abs-gasoline-white-5ed382ee-c578-4666-af75-da01af4bcfbc;
11699,24000,,Honda CRF 1000,01/2017,Gasoline,,Used,L AFRICA TWIN,/offers/honda-crf-1000-l-africa-twin-gasoline-black-367bc15d-4351-49e1-9e5e-91b18cd23539;
11800,6300,109.0,BMW R nineT,08/2019,Gasoline,,Used,scrambler,/offers/bmw-r-ninet-scrambler-gasoline-blue-c3b7aab1-11c4-4511-af5c-18b1cf1425f0;
9000,30000,125.0,Aprilia Caponord 1200,05/2015,Gasoline,,Used,Rally,/offers/aprilia-caponord-1200-rally-gasoline-green-774d938a-aa32-429c-83d5-6858db01e348;
10800,11121,27.0,Hercules,03/1977,Gasoline,,Used,,/offers/hercules-others-gasoline-black-8160d8c6-c206-1447-e053-0100007f646d;
"10300,5500,114.0,Ducati Hypermotard 950,06/2019,Gasoline,,Used,""TÜV neu, Garantie bis 2023"",/offers/ducati-hypermotard-950-tuev-neu-garantie-bis-2023-gasoline-red-65aad550-8f69-4adf-8c8a-e4e485dd1bab";
900,7000,10.0,Jonway,09/2014,Gasoline,Automatic,Used,,/offers/jonway-others-gasoline-blue-8e0ae3c1-b146-a20f-e053-0100007fafed;
2490,300,12.0,Kymco Like 125,03/2020,Gasoline,Automatic,Demonstration,/ Like II S 125i CBS,/offers/kymco-like-125-like-ii-s-125i-cbs-gasoline-orange-68b2d702-ae1a-4e13-b733-556b1a6badfd;
5900,30349,67.0,Kawasaki VN 1500,05/1991,Gasoline,Manual,Used,unfallfreier Oldtimer aus 1. Hand,/offers/kawasaki-vn-1500-unfallfreier-oldtimer-aus-1-hand-gasoline-red-3b9fb3c6-d1de-d01a-e053-0100007f3405;
10389,23200,73.0,Kawasaki VN 1700,07/2009,Gasoline,Manual,Used,Classic Tourer TOP-AUSSTATTUNG !,/offers/kawasaki-vn-1700-classic-tourer-top-ausstattung-gasoline-black-503e01c2-3ce7-4e07-9b51-bb16f278a780;
10500,5800,,KTM 790 Adventure,06/2019,Gasoline,,Used,KTM 2019,/offers/ktm-790-adventure-ktm-2019-gasoline-orange-3f883c14-b599-47f0-b2e0-7bec5f41b53e;
2000,3680,1.0,Honda SH 125,06/2010,Gasoline,,Used,,/offers/honda-sh-125-gasoline-yellow-b3d22ec3-9f5e-344b-e053-0100007f6911;
8990,23500,79.0,Harley-Davidson Fat Bob,02/2009,Gasoline,Manual,Used,,/offers/harley-davidson-fat-bob-gasoline-black-0a73b41b-8d31-4b4b-b0f9-6fa868a2b454;
9000,10000,35.0,Piaggio,01/1963,Two Stroke Gasoline,,Used,,/offers/piaggio-others-two-stroke-gasoline-blue-76bbdf12-71ea-451b-a574-6f6f875aca57;
7000,4000,65.0,Harley-Davidson Sportster Forty Eight,10/2016,Gasoline,,Used,,/offers/harley-davidson-sportster-forty-eight-gasoline-black-21cb21c6-bf33-cc6b-e053-0100007f5bc1;
"16950,2536,97.0,Harley-Davidson,07/2006,Gasoline,,Used,""Big Bear Prosteet """"The Sled"""" Uniek"",/offers/harley-davidson-others-big-bear-prosteet-the-sled-uniek-gasoline-violet-90e27e07-e662-4ffb-84bc-6effe4964bc8";
16000,5622,58.0,Harley-Davidson,07/1998,Gasoline,,Used,,/offers/harley-davidson-others-gasoline-black-fede5b0e-c694-41f8-a9c6-21989867b8c7;
7500,5000,73.0,Ducati Scrambler,05/2015,Gasoline,,Used,,/offers/ducati-scrambler-gasoline-yellow-043992b9-9eb4-5252-e053-0100007f9955;
9800,68498,107.0,BMW R 1200 RT,03/2014,Gasoline,Manual,Used,,/offers/bmw-r-1200-rt-gasoline-brown-01164abf-3afe-2a74-e053-0100007f9015;
17750,10180,125.0,BMW R 1200 GS,04/2018,Gasoline,Manual,Used,,/offers/bmw-r-1200-gs-gasoline-blue-f8fc02c4-7c31-0b51-e053-0100007fff06;
2900,57100,33.0,Suzuki Burgman 400,04/2015,Gasoline,Automatic,Used,,/offers/suzuki-burgman-400-gasoline-black-b6d379c0-38bd-5d30-e053-0100007f5786;
10800,12905,11360.0,Suzuki V-Strom 1000,04/2019,Gasoline,,Used,,/offers/suzuki-v-strom-1000-gasoline-black-a4adaf86-4ff3-412b-9bca-fc69c5aa7f2a;
13599,0,,Piaggio,01/2021,,,New,MP3 500 SPORT ADVANCED HPE,/offers/piaggio-others-mp3-500-sport-advanced-hpe-black-24c1b25b-cd7e-4f7b-88d4-1df22403e5b0;
11950,45000,95.0,Victory Vision Tour,09/2014,Gasoline,,Used,,/offers/victory-vision-tour-gasoline-black-c9d819c4-93ba-b928-e053-0100007f6c2e;
18000,43402,82.0,Moto Guzzi 850 Le Mans,10/1976,Gasoline,Manual,Used,1976 | Rood | 43.402 km,/offers/moto-guzzi-850-le-mans-1976-rood-43-402-km-gasoline-red-c232ee57-fa30-4fae-b017-7ea03ea4bb4c;
9999,16500,193.0,BMW S 1000 RR,03/2010,Gasoline,Manual,Used,,/offers/bmw-s-1000-rr-gasoline-white-70e73f49-f3db-46fb-b1cc-93ae26cacc72;
13000,1,48.0,Yamaha TMAX 560,06/2021,Gasoline,,Used,,/offers/yamaha-tmax-560-gasoline-grey-c3af4f9e-18bd-4f07-babc-2c3d0e7be531;
3980,2,14.0,Honda SH 125,06/2021,Gasoline,Automatic,Used,i ABS Topcase in div. Farben verfügbar,/offers/honda-sh-125-i-abs-topcase-in-div-farben-verfuegbar-gasoline-fbb19726-8361-4ae4-978a-d537b6db8c9e;
12850,107000,118.0,Honda Gold Wing,02/2009,Gasoline,,Used,,/offers/honda-gold-wing-gasoline-grey-086499ac-863f-5043-e053-0100007f171e;
17500,135,16.0,Yamaha,11/2020,Gasoline,,Used,Buggy Wolverline 850,/offers/yamaha-others-buggy-wolverline-850-gasoline-grey-651292bd-c57b-e401-e053-0100007fd15e;
"13250,2000,110.0,BMW R nineT,05/2021,Gasoline,,Demonstration,""inkl. Gutschein* EUR 500,-"",/offers/bmw-r-ninet-inkl-gutschein-eur-500-gasoline-9a9ab08e-4486-4d3a-8ac1-23cdd91fb4b4";
6000,36000,150.0,Suzuki GSX-R 1100,12/1991,Gasoline,,Used,,/offers/suzuki-gsx-r-1100-gasoline-blue-7679bfbd-b31f-dc73-e053-0100007feabf;
6490,4350,54.0,Honda NC 750,12/2019,Gasoline,Manual,Used,S | ABS | TOP | Inspektion neu,/offers/honda-nc-750-s-abs-top-inspektion-neu-gasoline-blue-8bf8d750-2de9-4829-a53d-2edf1ce1df59;
